,Name,Location,Area,JobId,JobType,Link,Department,PrivateAdvertiser,Featured,Datetime,Class,Subclass,Remark
1205,Executive Assistant,Wellington,,50496571,standout,https://www.seek.co.nz/job/50496571?type=standout#searchRequestToken=a52700c3-94ba-42ff-96ed-54b29457a6c4,Alpha Recruitment - NZ,0,0,2022-11-28 16:59,administration & office support,"pa, ea & secretarial",
1206,Register Your Cv With Personnel Resources / Temp Resources,Bay of Plenty,Rotorua,50512721,standard,https://www.seek.co.nz/job/50512721?type=standard#searchRequestToken=926a7559-c9cb-4d80-bb4e-80341a6422da,Personnel Resources/Temp Resources,0,0,2022-11-30 16:59,administration & office support,administrative assistants,
1207,Contracts Administrator,Northland,Rest of Northland,50490283,standard,https://www.seek.co.nz/job/50490283?type=standard#searchRequestToken=926a7559-c9cb-4d80-bb4e-80341a6422da,X4 Construction,0,0,2022-11-27 16:59,administration & office support,contracts administration,
1208,Customer Service & Sales Support,Manawatu,Rest of Manawatu,50501057,standout,https://www.seek.co.nz/job/50501057?type=standout#searchRequestToken=926a7559-c9cb-4d80-bb4e-80341a6422da,JOYN,0,0,2022-11-29 16:59,administration & office support,client & sales administration,
1209,Experienced Executive & Personal Assistants,Wellington,Wellington Central,50625980,standout,https://www.seek.co.nz/job/50625980?type=standout#searchRequestToken=926a7559-c9cb-4d80-bb4e-80341a6422da,GBL Personnel,0,0,2022-12-20 16:59,administration & office support,"pa, ea & secretarial",
1210,"Resource Coordinator - Construction (Plant, Material, Supplies)",Auckland,Auckland Central,50487373,standout,https://www.seek.co.nz/job/50487373?type=standout#searchRequestToken=926a7559-c9cb-4d80-bb4e-80341a6422da,Piritahi,0,0,2022-11-27 16:59,administration & office support,administrative assistants,
1211,Temporary Office Roles,Waikato,"HamiltonHamilton,Competitive hourly rates $$",50597464,standout,https://www.seek.co.nz/job/50597464?type=standout#searchRequestToken=926a7559-c9cb-4d80-bb4e-80341a6422da,Asset Recruitment Ltd,0,0,2022-12-17 16:59,nan,nan,competitive hourly rates $$
1212,Team Administrator,Auckland,Auckland Central,50475507,standout,https://www.seek.co.nz/job/50475507?type=standout#searchRequestToken=926a7559-c9cb-4d80-bb4e-80341a6422da,Beyond Recruitment - Winner – Best Innovation –2018 Global Recruiter Awards,0,0,2022-11-24 16:59,administration & office support,administrative assistants,
1213,Executive Assistant,Wellington,,50508497,standard,https://www.seek.co.nz/job/50508497?type=standard#searchRequestToken=926a7559-c9cb-4d80-bb4e-80341a6422da,Beyond Recruitment - Winner – Best Innovation –2018 Global Recruiter Awards,0,0,2022-11-30 16:59,administration & office support,"pa, ea & secretarial",
1214,Sales Administrator And Support,Auckland,Auckland Central,50482675,standout,https://www.seek.co.nz/job/50482675?type=standout#searchRequestToken=926a7559-c9cb-4d80-bb4e-80341a6422da,Uniform Group (Auckland) Ltd,0,0,2022-11-26 16:59,administration & office support,client & sales administration,
1215,Customer Service And Sales Support,Auckland,Auckland Central,50490247,standout,https://www.seek.co.nz/job/50490247?type=standout#searchRequestToken=926a7559-c9cb-4d80-bb4e-80341a6422da,Wellfit-Wstar,0,0,2022-11-27 16:59,administration & office support,client & sales administration,
1216,Experienced Administrator,Canterbury,Christchurch,50490876,standard,https://www.seek.co.nz/job/50490876?type=standard#searchRequestToken=926a7559-c9cb-4d80-bb4e-80341a6422da,Adecco Office,0,0,2022-11-27 16:59,administration & office support,administrative assistants,
1217,Category Manager,Auckland,Auckland Central,50524687,standout,https://www.seek.co.nz/job/50524687?type=standout#searchRequestToken=926a7559-c9cb-4d80-bb4e-80341a6422da,Bidfood,0,0,2022-12-04 16:59,administration & office support,other,
1218,Administrator - Temps,Auckland,"Auckland CentralAuckland Central,Competitive hourly rate depending on experience",50478359,standout,https://www.seek.co.nz/job/50478359?type=standout#searchRequestToken=926a7559-c9cb-4d80-bb4e-80341a6422da,Recruitment Studio,0,0,2022-11-26 16:59,nan,nan,competitive hourly rate depending on experience
1219,Temp Receptionists/Administrators - Ad Agencies/Music Companies,Auckland,Auckland Central,50488787,standard,https://www.seek.co.nz/job/50488787?type=standard#searchRequestToken=926a7559-c9cb-4d80-bb4e-80341a6422da,Metro Recruitment Ltd,0,0,2022-11-27 16:59,administration & office support,receptionists,
1220,Graduates With Office Administration Experience!,Wellington,,50481639,standout,https://www.seek.co.nz/job/50481639?type=standout#searchRequestToken=926a7559-c9cb-4d80-bb4e-80341a6422da,GBL Personnel,0,0,2022-11-26 16:59,administration & office support,administrative assistants,
1221,On-Site Manager,Wellington,Wellington Central,50481773,standard,https://www.seek.co.nz/job/50481773?type=standard#searchRequestToken=926a7559-c9cb-4d80-bb4e-80341a6422da,Stonewood Group Ltd,0,0,2022-11-26 16:59,administration & office support,receptionists,
1222,Business Professional - Temporary Opportunities,Canterbury,Christchurch,50482020,standout,https://www.seek.co.nz/job/50482020?type=standout#searchRequestToken=926a7559-c9cb-4d80-bb4e-80341a6422da,Enterprise Recruitment,0,0,2022-11-26 16:59,administration & office support,office management,
1223,Seeking Executive Support Candidates,Wellington,,50504568,standout,https://www.seek.co.nz/job/50504568?type=standout#searchRequestToken=926a7559-c9cb-4d80-bb4e-80341a6422da,GBL Personnel,0,0,2022-11-29 16:59,administration & office support,administrative assistants,
1224,Pa / Team Administrators,Wellington,,50494221,standard,https://www.seek.co.nz/job/50494221?type=standard#searchRequestToken=926a7559-c9cb-4d80-bb4e-80341a6422da,Beyond Recruitment - Winner – Best Innovation –2018 Global Recruiter Awards,0,0,2022-11-28 16:59,administration & office support,"pa, ea & secretarial",
1225,Temporary Service Coordinator,Auckland,Auckland Central,50518469,standout,https://www.seek.co.nz/job/50518469?type=standout#searchRequestToken=926a7559-c9cb-4d80-bb4e-80341a6422da,Graham Consulting,0,0,2022-12-03 16:59,administration & office support,administrative assistants,
1226,Executive Assistant,"WellingtonWellington,Attractive remuneration",,50494228,standout,https://www.seek.co.nz/job/50494228?type=standout#searchRequestToken=2f75a71a-9b6c-430e-9a8e-4330cccd69c9,Robert Walters,0,0,2022-11-28 16:59,nan,nan,attractive remuneration
1227,Temporary Office Roles,Waikato,"HamiltonHamilton,Competitive hourly rates $$",50556279,standout,https://www.seek.co.nz/job/50556279?type=standout#searchRequestToken=2f75a71a-9b6c-430e-9a8e-4330cccd69c9,Asset Recruitment Ltd,0,0,2022-12-10 16:59,nan,nan,competitive hourly rates $$
1228,Document Controller - Waikeria,Waikato,Rest of Waikato,50486421,standard,https://www.seek.co.nz/job/50486421?type=standard#searchRequestToken=2f75a71a-9b6c-430e-9a8e-4330cccd69c9,Stellar Recruitment,0,0,2022-11-27 16:59,administration & office support,records management & document control,
1229,Key Account Manager,Auckland,Auckland Central,50490062,standout,https://www.seek.co.nz/job/50490062?type=standout#searchRequestToken=2f75a71a-9b6c-430e-9a8e-4330cccd69c9,Hays Talent Solutions,0,0,2022-11-27 16:59,administration & office support,client & sales administration,
1230,Executive Assistant,Wellington,"Wellington CentralWellington Central,Competitive hourly rate",50488000,standout,https://www.seek.co.nz/job/50488000?type=standout#searchRequestToken=2f75a71a-9b6c-430e-9a8e-4330cccd69c9,one eighty recruitment,0,0,2022-11-27 16:59,nan,nan,competitive hourly rate
1231,Temporary Office Roles,Waikato,"HamiltonHamilton,Competitive hourly rates $$",50524865,standout,https://www.seek.co.nz/job/50524865?type=standout#searchRequestToken=2f75a71a-9b6c-430e-9a8e-4330cccd69c9,Asset Recruitment Ltd,0,0,2022-12-04 16:59,nan,nan,competitive hourly rates $$
1232,Temporary Office Roles,Waikato,"HamiltonHamilton,Competitive hourly rates $$",50477118,standout,https://www.seek.co.nz/job/50477118?type=standout#searchRequestToken=2f75a71a-9b6c-430e-9a8e-4330cccd69c9,Asset Recruitment Ltd,0,0,2022-11-26 16:59,nan,nan,competitive hourly rates $$
1233,Executive Assistant,Wellington,,50496571,standout,https://www.seek.co.nz/job/50496571?type=standout#searchRequestToken=2f75a71a-9b6c-430e-9a8e-4330cccd69c9,Alpha Recruitment - NZ,0,0,2022-11-28 16:59,administration & office support,"pa, ea & secretarial",
1234,Contracts Administrator,Northland,Rest of Northland,50490283,standard,https://www.seek.co.nz/job/50490283?type=standard#searchRequestToken=1a514ebe-0b4e-413d-add0-1f983c00ca6d,X4 Construction,0,0,2022-11-27 16:59,administration & office support,contracts administration,
1235,Customer Service & Sales Support,Manawatu,Rest of Manawatu,50501057,standout,https://www.seek.co.nz/job/50501057?type=standout#searchRequestToken=1a514ebe-0b4e-413d-add0-1f983c00ca6d,JOYN,0,0,2022-11-29 16:59,administration & office support,client & sales administration,
1236,Experienced Executive & Personal Assistants,Wellington,Wellington Central,50625980,standout,https://www.seek.co.nz/job/50625980?type=standout#searchRequestToken=1a514ebe-0b4e-413d-add0-1f983c00ca6d,GBL Personnel,0,0,2022-12-20 16:59,administration & office support,"pa, ea & secretarial",
1237,"Resource Coordinator - Construction (Plant, Material, Supplies)",Auckland,Auckland Central,50487373,standout,https://www.seek.co.nz/job/50487373?type=standout#searchRequestToken=1a514ebe-0b4e-413d-add0-1f983c00ca6d,Piritahi,0,0,2022-11-27 16:59,administration & office support,administrative assistants,
1238,Temporary Office Roles,Waikato,"HamiltonHamilton,Competitive hourly rates $$",50597464,standout,https://www.seek.co.nz/job/50597464?type=standout#searchRequestToken=1a514ebe-0b4e-413d-add0-1f983c00ca6d,Asset Recruitment Ltd,0,0,2022-12-17 16:59,nan,nan,competitive hourly rates $$
1239,Team Administrator,Auckland,Auckland Central,50475507,standout,https://www.seek.co.nz/job/50475507?type=standout#searchRequestToken=1a514ebe-0b4e-413d-add0-1f983c00ca6d,Beyond Recruitment - Winner – Best Innovation –2018 Global Recruiter Awards,0,0,2022-11-24 16:59,administration & office support,administrative assistants,
1240,Executive Assistant,Wellington,,50508497,standard,https://www.seek.co.nz/job/50508497?type=standard#searchRequestToken=1a514ebe-0b4e-413d-add0-1f983c00ca6d,Beyond Recruitment - Winner – Best Innovation –2018 Global Recruiter Awards,0,0,2022-11-30 16:59,administration & office support,"pa, ea & secretarial",
1241,Sales Administrator And Support,Auckland,Auckland Central,50482675,standout,https://www.seek.co.nz/job/50482675?type=standout#searchRequestToken=1a514ebe-0b4e-413d-add0-1f983c00ca6d,Uniform Group (Auckland) Ltd,0,0,2022-11-26 16:59,administration & office support,client & sales administration,
1242,Customer Service And Sales Support,Auckland,Auckland Central,50490247,standout,https://www.seek.co.nz/job/50490247?type=standout#searchRequestToken=1a514ebe-0b4e-413d-add0-1f983c00ca6d,Wellfit-Wstar,0,0,2022-11-27 16:59,administration & office support,client & sales administration,
1243,Experienced Administrator,Canterbury,Christchurch,50490876,standard,https://www.seek.co.nz/job/50490876?type=standard#searchRequestToken=1a514ebe-0b4e-413d-add0-1f983c00ca6d,Adecco Office,0,0,2022-11-27 16:59,administration & office support,administrative assistants,
1244,Category Manager,Auckland,Auckland Central,50524687,standout,https://www.seek.co.nz/job/50524687?type=standout#searchRequestToken=1a514ebe-0b4e-413d-add0-1f983c00ca6d,Bidfood,0,0,2022-12-04 16:59,administration & office support,other,
1245,Administrator - Temps,Auckland,"Auckland CentralAuckland Central,Competitive hourly rate depending on experience",50478359,standout,https://www.seek.co.nz/job/50478359?type=standout#searchRequestToken=1a514ebe-0b4e-413d-add0-1f983c00ca6d,Recruitment Studio,0,0,2022-11-26 16:59,nan,nan,competitive hourly rate depending on experience
1246,Temp Receptionists/Administrators - Ad Agencies/Music Companies,Auckland,Auckland Central,50488787,standard,https://www.seek.co.nz/job/50488787?type=standard#searchRequestToken=1a514ebe-0b4e-413d-add0-1f983c00ca6d,Metro Recruitment Ltd,0,0,2022-11-27 16:59,administration & office support,receptionists,
1247,Graduates With Office Administration Experience!,Wellington,,50481639,standout,https://www.seek.co.nz/job/50481639?type=standout#searchRequestToken=1a514ebe-0b4e-413d-add0-1f983c00ca6d,GBL Personnel,0,0,2022-11-26 16:59,administration & office support,administrative assistants,
1248,On-Site Manager,Wellington,Wellington Central,50481773,standard,https://www.seek.co.nz/job/50481773?type=standard#searchRequestToken=1a514ebe-0b4e-413d-add0-1f983c00ca6d,Stonewood Group Ltd,0,0,2022-11-26 16:59,administration & office support,receptionists,
1249,Business Professional - Temporary Opportunities,Canterbury,Christchurch,50482020,standout,https://www.seek.co.nz/job/50482020?type=standout#searchRequestToken=1a514ebe-0b4e-413d-add0-1f983c00ca6d,Enterprise Recruitment,0,0,2022-11-26 16:59,administration & office support,office management,
1250,Seeking Executive Support Candidates,Wellington,,50504568,standout,https://www.seek.co.nz/job/50504568?type=standout#searchRequestToken=1a514ebe-0b4e-413d-add0-1f983c00ca6d,GBL Personnel,0,0,2022-11-29 16:59,administration & office support,administrative assistants,
1251,Pa / Team Administrators,Wellington,,50494221,standard,https://www.seek.co.nz/job/50494221?type=standard#searchRequestToken=1a514ebe-0b4e-413d-add0-1f983c00ca6d,Beyond Recruitment - Winner – Best Innovation –2018 Global Recruiter Awards,0,0,2022-11-28 16:59,administration & office support,"pa, ea & secretarial",
1252,Temporary Service Coordinator,Auckland,Auckland Central,50518469,standout,https://www.seek.co.nz/job/50518469?type=standout#searchRequestToken=1a514ebe-0b4e-413d-add0-1f983c00ca6d,Graham Consulting,0,0,2022-12-03 16:59,administration & office support,administrative assistants,
1253,Senior Executive Assistant,Wellington,,50494425,standard,https://www.seek.co.nz/job/50494425?type=standard#searchRequestToken=1a514ebe-0b4e-413d-add0-1f983c00ca6d,Beyond Recruitment - Winner – Best Innovation –2018 Global Recruiter Awards,0,0,2022-11-28 16:59,administration & office support,"pa, ea & secretarial",
1254,Executive Assistant,"WellingtonWellington,Attractive remuneration",,50494228,standout,https://www.seek.co.nz/job/50494228?type=standout#searchRequestToken=b8ce52fa-d0ed-456e-9e56-aefc27ecc1a4,Robert Walters,0,0,2022-11-28 16:59,nan,nan,attractive remuneration
1255,Temporary Office Roles,Waikato,"HamiltonHamilton,Competitive hourly rates $$",50556279,standout,https://www.seek.co.nz/job/50556279?type=standout#searchRequestToken=b8ce52fa-d0ed-456e-9e56-aefc27ecc1a4,Asset Recruitment Ltd,0,0,2022-12-10 16:59,nan,nan,competitive hourly rates $$
1256,Document Controller - Waikeria,Waikato,Rest of Waikato,50486421,standard,https://www.seek.co.nz/job/50486421?type=standard#searchRequestToken=b8ce52fa-d0ed-456e-9e56-aefc27ecc1a4,Stellar Recruitment,0,0,2022-11-27 16:59,administration & office support,records management & document control,
1257,Key Account Manager,Auckland,Auckland Central,50490062,standout,https://www.seek.co.nz/job/50490062?type=standout#searchRequestToken=b8ce52fa-d0ed-456e-9e56-aefc27ecc1a4,Hays Talent Solutions,0,0,2022-11-27 16:59,administration & office support,client & sales administration,
1258,Executive Assistant,Wellington,"Wellington CentralWellington Central,Competitive hourly rate",50488000,standout,https://www.seek.co.nz/job/50488000?type=standout#searchRequestToken=b8ce52fa-d0ed-456e-9e56-aefc27ecc1a4,one eighty recruitment,0,0,2022-11-27 16:59,nan,nan,competitive hourly rate
1259,Temporary Office Roles,Waikato,"HamiltonHamilton,Competitive hourly rates $$",50524865,standout,https://www.seek.co.nz/job/50524865?type=standout#searchRequestToken=b8ce52fa-d0ed-456e-9e56-aefc27ecc1a4,Asset Recruitment Ltd,0,0,2022-12-04 16:59,nan,nan,competitive hourly rates $$
1260,Temporary Office Roles,Waikato,"HamiltonHamilton,Competitive hourly rates $$",50477118,standout,https://www.seek.co.nz/job/50477118?type=standout#searchRequestToken=b8ce52fa-d0ed-456e-9e56-aefc27ecc1a4,Asset Recruitment Ltd,0,0,2022-11-26 16:59,nan,nan,competitive hourly rates $$
1261,Executive Assistant,Wellington,,50496571,standout,https://www.seek.co.nz/job/50496571?type=standout#searchRequestToken=b8ce52fa-d0ed-456e-9e56-aefc27ecc1a4,Alpha Recruitment - NZ,0,0,2022-11-28 16:59,administration & office support,"pa, ea & secretarial",
1262,Contracts Administrator,Northland,Rest of Northland,50490283,standard,https://www.seek.co.nz/job/50490283?type=standard#searchRequestToken=7d1fcd27-ccdb-4306-8cf1-78d72f2f56ea,X4 Construction,0,0,2022-11-27 16:59,administration & office support,contracts administration,
1263,Customer Service & Sales Support,Manawatu,Rest of Manawatu,50501057,standout,https://www.seek.co.nz/job/50501057?type=standout#searchRequestToken=7d1fcd27-ccdb-4306-8cf1-78d72f2f56ea,JOYN,0,0,2022-11-29 16:59,administration & office support,client & sales administration,
1264,Experienced Executive & Personal Assistants,Wellington,Wellington Central,50625980,standout,https://www.seek.co.nz/job/50625980?type=standout#searchRequestToken=7d1fcd27-ccdb-4306-8cf1-78d72f2f56ea,GBL Personnel,0,0,2022-12-20 16:59,administration & office support,"pa, ea & secretarial",
1265,"Resource Coordinator - Construction (Plant, Material, Supplies)",Auckland,Auckland Central,50487373,standout,https://www.seek.co.nz/job/50487373?type=standout#searchRequestToken=7d1fcd27-ccdb-4306-8cf1-78d72f2f56ea,Piritahi,0,0,2022-11-27 16:59,administration & office support,administrative assistants,
1266,Temporary Office Roles,Waikato,"HamiltonHamilton,Competitive hourly rates $$",50597464,standout,https://www.seek.co.nz/job/50597464?type=standout#searchRequestToken=7d1fcd27-ccdb-4306-8cf1-78d72f2f56ea,Asset Recruitment Ltd,0,0,2022-12-17 16:59,nan,nan,competitive hourly rates $$
1267,Team Administrator,Auckland,Auckland Central,50475507,standout,https://www.seek.co.nz/job/50475507?type=standout#searchRequestToken=7d1fcd27-ccdb-4306-8cf1-78d72f2f56ea,Beyond Recruitment - Winner – Best Innovation –2018 Global Recruiter Awards,0,0,2022-11-24 16:59,administration & office support,administrative assistants,
1268,Executive Assistant,Wellington,,50508497,standard,https://www.seek.co.nz/job/50508497?type=standard#searchRequestToken=7d1fcd27-ccdb-4306-8cf1-78d72f2f56ea,Beyond Recruitment - Winner – Best Innovation –2018 Global Recruiter Awards,0,0,2022-11-30 16:59,administration & office support,"pa, ea & secretarial",
1269,Sales Administrator And Support,Auckland,Auckland Central,50482675,standout,https://www.seek.co.nz/job/50482675?type=standout#searchRequestToken=7d1fcd27-ccdb-4306-8cf1-78d72f2f56ea,Uniform Group (Auckland) Ltd,0,0,2022-11-26 16:59,administration & office support,client & sales administration,
1270,Customer Service And Sales Support,Auckland,Auckland Central,50490247,standout,https://www.seek.co.nz/job/50490247?type=standout#searchRequestToken=7d1fcd27-ccdb-4306-8cf1-78d72f2f56ea,Wellfit-Wstar,0,0,2022-11-27 16:59,administration & office support,client & sales administration,
1271,Experienced Administrator,Canterbury,Christchurch,50490876,standard,https://www.seek.co.nz/job/50490876?type=standard#searchRequestToken=7d1fcd27-ccdb-4306-8cf1-78d72f2f56ea,Adecco Office,0,0,2022-11-27 16:59,administration & office support,administrative assistants,
1272,Category Manager,Auckland,Auckland Central,50524687,standout,https://www.seek.co.nz/job/50524687?type=standout#searchRequestToken=7d1fcd27-ccdb-4306-8cf1-78d72f2f56ea,Bidfood,0,0,2022-12-04 16:59,administration & office support,other,
1273,Administrator - Temps,Auckland,"Auckland CentralAuckland Central,Competitive hourly rate depending on experience",50478359,standout,https://www.seek.co.nz/job/50478359?type=standout#searchRequestToken=7d1fcd27-ccdb-4306-8cf1-78d72f2f56ea,Recruitment Studio,0,0,2022-11-26 16:59,nan,nan,competitive hourly rate depending on experience
1274,Temp Receptionists/Administrators - Ad Agencies/Music Companies,Auckland,Auckland Central,50488787,standard,https://www.seek.co.nz/job/50488787?type=standard#searchRequestToken=7d1fcd27-ccdb-4306-8cf1-78d72f2f56ea,Metro Recruitment Ltd,0,0,2022-11-27 16:59,administration & office support,receptionists,
1275,Graduates With Office Administration Experience!,Wellington,,50481639,standout,https://www.seek.co.nz/job/50481639?type=standout#searchRequestToken=7d1fcd27-ccdb-4306-8cf1-78d72f2f56ea,GBL Personnel,0,0,2022-11-26 16:59,administration & office support,administrative assistants,
1276,On-Site Manager,Wellington,Wellington Central,50481773,standard,https://www.seek.co.nz/job/50481773?type=standard#searchRequestToken=7d1fcd27-ccdb-4306-8cf1-78d72f2f56ea,Stonewood Group Ltd,0,0,2022-11-26 16:59,administration & office support,receptionists,
1277,Business Professional - Temporary Opportunities,Canterbury,Christchurch,50482020,standout,https://www.seek.co.nz/job/50482020?type=standout#searchRequestToken=7d1fcd27-ccdb-4306-8cf1-78d72f2f56ea,Enterprise Recruitment,0,0,2022-11-26 16:59,administration & office support,office management,
1278,Seeking Executive Support Candidates,Wellington,,50504568,standout,https://www.seek.co.nz/job/50504568?type=standout#searchRequestToken=7d1fcd27-ccdb-4306-8cf1-78d72f2f56ea,GBL Personnel,0,0,2022-11-29 16:59,administration & office support,administrative assistants,
1279,Pa / Team Administrators,Wellington,,50494221,standard,https://www.seek.co.nz/job/50494221?type=standard#searchRequestToken=7d1fcd27-ccdb-4306-8cf1-78d72f2f56ea,Beyond Recruitment - Winner – Best Innovation –2018 Global Recruiter Awards,0,0,2022-11-28 16:59,administration & office support,"pa, ea & secretarial",
1280,Temporary Service Coordinator,Auckland,Auckland Central,50518469,standout,https://www.seek.co.nz/job/50518469?type=standout#searchRequestToken=7d1fcd27-ccdb-4306-8cf1-78d72f2f56ea,Graham Consulting,0,0,2022-12-03 16:59,administration & office support,administrative assistants,
1281,Senior Executive Assistant,Wellington,,50494425,standard,https://www.seek.co.nz/job/50494425?type=standard#searchRequestToken=7d1fcd27-ccdb-4306-8cf1-78d72f2f56ea,Beyond Recruitment - Winner – Best Innovation –2018 Global Recruiter Awards,0,0,2022-11-28 16:59,administration & office support,"pa, ea & secretarial",
1282,Executive Assistant,"WellingtonWellington,Attractive remuneration",,50494228,standout,https://www.seek.co.nz/job/50494228?type=standout#searchRequestToken=ffb477c5-8059-452f-a9d9-f9abab9bd01b,Robert Walters,0,0,2022-11-28 16:59,nan,nan,attractive remuneration
1283,Temporary Office Roles,Waikato,"HamiltonHamilton,Competitive hourly rates $$",50556279,standout,https://www.seek.co.nz/job/50556279?type=standout#searchRequestToken=ffb477c5-8059-452f-a9d9-f9abab9bd01b,Asset Recruitment Ltd,0,0,2022-12-10 16:59,nan,nan,competitive hourly rates $$
1284,Document Controller - Waikeria,Waikato,Rest of Waikato,50486421,standard,https://www.seek.co.nz/job/50486421?type=standard#searchRequestToken=ffb477c5-8059-452f-a9d9-f9abab9bd01b,Stellar Recruitment,0,0,2022-11-27 16:59,administration & office support,records management & document control,
1285,Key Account Manager,Auckland,Auckland Central,50490062,standout,https://www.seek.co.nz/job/50490062?type=standout#searchRequestToken=ffb477c5-8059-452f-a9d9-f9abab9bd01b,Hays Talent Solutions,0,0,2022-11-27 16:59,administration & office support,client & sales administration,
1286,Executive Assistant,Wellington,"Wellington CentralWellington Central,Competitive hourly rate",50488000,standout,https://www.seek.co.nz/job/50488000?type=standout#searchRequestToken=ffb477c5-8059-452f-a9d9-f9abab9bd01b,one eighty recruitment,0,0,2022-11-27 16:59,nan,nan,competitive hourly rate
1287,Temporary Office Roles,Waikato,"HamiltonHamilton,Competitive hourly rates $$",50524865,standout,https://www.seek.co.nz/job/50524865?type=standout#searchRequestToken=ffb477c5-8059-452f-a9d9-f9abab9bd01b,Asset Recruitment Ltd,0,0,2022-12-04 16:59,nan,nan,competitive hourly rates $$
1288,Temporary Office Roles,Waikato,"HamiltonHamilton,Competitive hourly rates $$",50477118,standout,https://www.seek.co.nz/job/50477118?type=standout#searchRequestToken=ffb477c5-8059-452f-a9d9-f9abab9bd01b,Asset Recruitment Ltd,0,0,2022-11-26 16:59,nan,nan,competitive hourly rates $$
1289,Executive Assistant,Wellington,,50496571,standout,https://www.seek.co.nz/job/50496571?type=standout#searchRequestToken=ffb477c5-8059-452f-a9d9-f9abab9bd01b,Alpha Recruitment - NZ,0,0,2022-11-28 16:59,administration & office support,"pa, ea & secretarial",
1290,Contracts Administrator,Northland,Rest of Northland,50490283,standard,https://www.seek.co.nz/job/50490283?type=standard#searchRequestToken=5c9fd21e-aaf9-4d97-a15e-41c670472c8c,X4 Construction,0,0,2022-11-27 16:59,administration & office support,contracts administration,
1291,Customer Service & Sales Support,Manawatu,Rest of Manawatu,50501057,standout,https://www.seek.co.nz/job/50501057?type=standout#searchRequestToken=5c9fd21e-aaf9-4d97-a15e-41c670472c8c,JOYN,0,0,2022-11-29 16:59,administration & office support,client & sales administration,
1292,Experienced Executive & Personal Assistants,Wellington,Wellington Central,50625980,standout,https://www.seek.co.nz/job/50625980?type=standout#searchRequestToken=5c9fd21e-aaf9-4d97-a15e-41c670472c8c,GBL Personnel,0,0,2022-12-20 16:59,administration & office support,"pa, ea & secretarial",
1293,"Resource Coordinator - Construction (Plant, Material, Supplies)",Auckland,Auckland Central,50487373,standout,https://www.seek.co.nz/job/50487373?type=standout#searchRequestToken=5c9fd21e-aaf9-4d97-a15e-41c670472c8c,Piritahi,0,0,2022-11-27 16:59,administration & office support,administrative assistants,
1294,Temporary Office Roles,Waikato,"HamiltonHamilton,Competitive hourly rates $$",50597464,standout,https://www.seek.co.nz/job/50597464?type=standout#searchRequestToken=5c9fd21e-aaf9-4d97-a15e-41c670472c8c,Asset Recruitment Ltd,0,0,2022-12-17 16:59,nan,nan,competitive hourly rates $$
1295,Team Administrator,Auckland,Auckland Central,50475507,standout,https://www.seek.co.nz/job/50475507?type=standout#searchRequestToken=5c9fd21e-aaf9-4d97-a15e-41c670472c8c,Beyond Recruitment - Winner – Best Innovation –2018 Global Recruiter Awards,0,0,2022-11-24 16:59,administration & office support,administrative assistants,
1296,Executive Assistant,Wellington,,50508497,standard,https://www.seek.co.nz/job/50508497?type=standard#searchRequestToken=5c9fd21e-aaf9-4d97-a15e-41c670472c8c,Beyond Recruitment - Winner – Best Innovation –2018 Global Recruiter Awards,0,0,2022-11-30 16:59,administration & office support,"pa, ea & secretarial",
1297,Sales Administrator And Support,Auckland,Auckland Central,50482675,standout,https://www.seek.co.nz/job/50482675?type=standout#searchRequestToken=5c9fd21e-aaf9-4d97-a15e-41c670472c8c,Uniform Group (Auckland) Ltd,0,0,2022-11-26 16:59,administration & office support,client & sales administration,
1298,Customer Service And Sales Support,Auckland,Auckland Central,50490247,standout,https://www.seek.co.nz/job/50490247?type=standout#searchRequestToken=5c9fd21e-aaf9-4d97-a15e-41c670472c8c,Wellfit-Wstar,0,0,2022-11-27 16:59,administration & office support,client & sales administration,
1299,Experienced Administrator,Canterbury,Christchurch,50490876,standard,https://www.seek.co.nz/job/50490876?type=standard#searchRequestToken=5c9fd21e-aaf9-4d97-a15e-41c670472c8c,Adecco Office,0,0,2022-11-27 16:59,administration & office support,administrative assistants,
1300,Category Manager,Auckland,Auckland Central,50524687,standout,https://www.seek.co.nz/job/50524687?type=standout#searchRequestToken=5c9fd21e-aaf9-4d97-a15e-41c670472c8c,Bidfood,0,0,2022-12-04 16:59,administration & office support,other,
1301,Administrator - Temps,Auckland,"Auckland CentralAuckland Central,Competitive hourly rate depending on experience",50478359,standout,https://www.seek.co.nz/job/50478359?type=standout#searchRequestToken=5c9fd21e-aaf9-4d97-a15e-41c670472c8c,Recruitment Studio,0,0,2022-11-26 16:59,nan,nan,competitive hourly rate depending on experience
1302,Temp Receptionists/Administrators - Ad Agencies/Music Companies,Auckland,Auckland Central,50488787,standard,https://www.seek.co.nz/job/50488787?type=standard#searchRequestToken=5c9fd21e-aaf9-4d97-a15e-41c670472c8c,Metro Recruitment Ltd,0,0,2022-11-27 16:59,administration & office support,receptionists,
1303,Graduates With Office Administration Experience!,Wellington,,50481639,standout,https://www.seek.co.nz/job/50481639?type=standout#searchRequestToken=5c9fd21e-aaf9-4d97-a15e-41c670472c8c,GBL Personnel,0,0,2022-11-26 16:59,administration & office support,administrative assistants,
